id,concept,feature,story,expected,trigger,files,endpoint,status,test_result,severity,notes,edge_cases,test_cases,defect_count,last_tested
pipeline-32,Pipeline,Data Lineage Panel — Driver Selection,"As an analyst, I want to click a driver to highlight its module so that I can jump to source.",Click invokes onPick → highlights module from lineage regex /CP-[0-9A-Z]+/.,click driver card,caos/frontend/src/app/pipeline/page.tsx:75,none (client-only),Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,steady-state only (static render),"happy: click driver card → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
pipeline-33,Pipeline,Event Log — Orchestrator Trace,"As an analyst, I want timestamped orchestrator events so that I can debug execution.","Scrollable 200px log; each event shows timestamp, sev dot, text; newest at top; first animates; ""Awaiting run start…"" if empty.",route load / module state change,caos/frontend/src/components/pipeline/views.tsx:363,none (derived),Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"""Awaiting run start…"" if empty","happy: route load / module state change → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
pipeline-34,Pipeline,Evidence Modal — Citation Lookup,"As an analyst, I want to open a source behind an evidence chip so that I can verify a claim.","Modal opens from evidence chip (EvidenceModal, reports data); close backdrop/close button.",click evidence chip,caos/frontend/src/app/pipeline/page.tsx:41,none (client-only),Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,steady-state only (static render),"happy: click evidence chip → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
pipeline-35,Pipeline,Concept Navigation,"As an analyst, I want to jump between concepts so that I can navigate the app.","ConceptNav in sub-header; compact in pipeline, full in issuers.",click concept link,caos/frontend/src/app/pipeline/page.tsx:97,none (client-only),Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,steady-state only (static render),"happy: click concept link → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
pipeline-36,Pipeline,Run Creation via API,"As an analyst, I want to launch a new CP-X run so that I can analyze an issuer.",POST /api/runs creates queued run → RunSummary; rate-limited 12/min; blocks duplicate active run (409); 404 if issuer missing; persisted before enqueue.,create run,caos/server/routes/runs.py:168,POST /api/runs,Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"rate-limited 12/min; 404 if issuer missing; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST api/runs: issuer_id(required,minLen=1,maxLen=36)","happy: create run → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected",0,2026-07-02
pipeline-37,Pipeline,List Runs with Pagination,"As an analyst, I want to list runs so that I can find a previous analysis.","GET /api/runs newest-first; optional issuer_id filter; default limit 200, max 1000.",query runs,caos/server/routes/runs.py:203,GET /api/runs,Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"default limit 200, max 1000; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET api/runs: limit(min=1,max=1000); offset(min=0)","happy: query runs → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected",0,2026-07-02
pipeline-38,Pipeline,Get Run Detail,"As an analyst, I want to inspect a run so that I can see modules and verdict.","GET /api/runs/{runId} → RunSummary (status, qa_status, committee_status, modules…); 404 if not found.",pipeline loads live run,caos/server/routes/runs.py:222,GET /api/runs/{runId},Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"404 if not found; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET runs/{}: run_id(required)","happy: pipeline loads live run → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
pipeline-39,Pipeline,Get Module Detail,"As an analyst, I want a module's output so that I can see claims and evidence.","GET /api/runs/{runId}/modules/{moduleId} → ModuleDetail (runtime_output, confidence, qa/committee/validation status, claims[]+evidence[]); 404 if missing.",pipeline/deepdive loads live run,caos/server/routes/runs.py:234,GET /api/runs/{runId}/modules/{moduleId},Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"404 if missing; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET modules/{}: run_id(required); module_id(required)","happy: pipeline/deepdive loads live run → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
pipeline-40,Pipeline,Get QA Report,"As an analyst, I want run QA findings so that I know what blocks clearance.","GET /api/runs/{runId}/qa → QAReport (qa_status, committee_status, findings_by_severity, findings[]); 404 if missing.",deepdive QA view / pipeline inspector,caos/server/routes/runs.py:279,GET /api/runs/{runId}/qa,Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"404 if missing; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET {}/qa: run_id(required)","happy: deepdive QA view / pipeline inspector → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
pipeline-41,Pipeline,Get Issuer by ID,"As an analyst, I want one issuer so that I can label page chrome.",GET /api/issuers/{id} → IssuerResponse; 404 if not found.,deepdive page load ?issuer,caos/server/routes/issuers.py:107,GET /api/issuers/{issuer_id},Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"404 if not found; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET issuers/{}: issuer_id(required)","happy: deepdive page load ?issuer → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
pipeline-42,Pipeline,List Issuer Documents,"As an analyst, I want documents per issuer so that I can track what's ingested.","GET /api/issuers/{id}/documents ordered by uploaded_at desc; default 200, max 1000; each shows doc_type, run_mode, file_name, uploaded_at, fiscal_period.",upload page / admin,caos/server/routes/issuers.py:119,GET /api/issuers/{issuer_id}/documents,Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,"GET /api/issuers/{id}/documents ordered by uploaded_at desc; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET {}/documents: issuer_id(required); limit(min=1,max=1000); offset(min=0)","happy: upload page / admin → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
pipeline-43,Pipeline,Status Indicators — Module States,"As an analyst, I want module state at a glance so that I understand progress.","Color dot+label: idle gray, running cyan+pulse, pass green, warning/held yellow, blocked red; progress bar reflects state.",route load / module state change,caos/frontend/src/components/pipeline/atoms.tsx:8,none (derived),Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,steady-state only (static render),"happy: route load / module state change → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
pipeline-44,Pipeline,Scope Filtering,"As an analyst, I want to see in-scope modules so that I know what was analyzed.","Out-of-scope dashed border, reduced opacity, gray, ""skip"" in swimlanes; in-scope solid + full opacity.",route mode change (demo) / live run load,caos/frontend/src/components/pipeline/views.tsx:87,none (derived),Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,steady-state only (static render),"happy: route mode change (demo) / live run load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
pipeline-45,Pipeline,Double-Click Module → Output,"As an analyst, I want to double-click a module to open its output so that I can dive deeper.","Double-click → /deepdive?mod={id} (L1–L6), /reports (INFRA), /upload (CP-0).",double-click node,caos/frontend/src/app/pipeline/page.tsx:83,none (client-only),Pass,"Pass — live CP-X run loads (RUN a9a61270, 23/23); node select + swimlanes toggle verified; runs/modules/qa endpoints 200; pytest covers POST /api/runs",,,steady-state only (static render),"happy: double-click node → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-01,Deep-Dive,Module Launcher (Layer Accordion),"As an analyst, I want to expand/collapse module layers (L0–L6) so that I can navigate 21 modules by depth.","Active layer auto-open; collapsed status dots (green cleared, lock blocked); click toggles; wide screens auto-expand all; selected module persists.",page load; click layer header,caos/frontend/src/app/deepdive/page.tsx:52,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: page load; click layer header → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-02,Deep-Dive,Module Status Dots,"As an analyst, I want each module's state (ok/running/locked) as a dot so that I can see what's available.","Colored dot (green cleared, yellow running, lock blocked); locked 55% opacity; running pulses; selecting locked shows ""awaiting upstream"".",layer expands / module renders,caos/frontend/src/app/deepdive/page.tsx:221,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: layer expands / module renders → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-03,Deep-Dive,Module Output Panel (Center Pane),"As an analyst, I want the selected module's analysis in a center panel so that I can read output, evidence, charts.",Title shows module name+code; LIVE badge when live data exists; bespoke tabs (CP-6A/6E/3B/4) or generic ModuleView; locked shows status-waiting.,click module; ?mod= param,caos/frontend/src/app/deepdive/page.tsx:275; caos/frontend/src/components/deepdive/tabs.tsx:352,GET /api/runs/{runId}/modules/{moduleId} (live),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET modules/{}: run_id(required); module_id(required)","happy: click module; ?mod= param → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-04,Deep-Dive,Debate Tab (CP-6A Adversarial Debate),"As an IC chair, I want the pre-debate thesis, 3-round debate, and verdict matrix so that I can understand the recommendation + evidence.",Thesis box; three 3-column rounds (analyst/bear/chair) with numbered points + E-xx chips; evidence weighting matrix (claim/bull%/bear%/verdict/evidence); OutputRegister below.,select CP-6A,caos/frontend/src/components/deepdive/tabs.tsx:68,none (seeded ATLF demo),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: select CP-6A → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-05,Deep-Dive,Debate Tab (CP-6E Portfolio Debate),"As a CIO, I want an allocation debate (RV trader vs compliance) with CIO labels so that I can review sizing.","Same layout as CP-6A with CIO persona, RV/compliance labels, ""CIO ruling"" column; matrix code CP-6E-06/07.",select CP-6E,caos/frontend/src/components/deepdive/tabs.tsx:36,none (seeded),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: select CP-6E → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-06,Deep-Dive,Recovery Waterfall Tab (CP-3B),"As a debt investor, I want capital structure + recovery by scenario + 2L sensitivity so that I understand recovery across stress.","Left capital stack table + seniority chart; right recovery waterfall (Base/Stress/Severe) + G2 chart; 2L TL sensitivity grid (exit multiple × EBITDA, color-coded %).",select CP-3B,caos/frontend/src/components/deepdive/tabs.tsx:143,none (seeded),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: select CP-3B → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-07,Deep-Dive,Covenants Tab (CP-4/4C),"As a lender, I want covenant aggressiveness, capacity, add-backs, and an expanding register so that I can assess headroom.","Hero 7.2/10 vs market 6.1; three stat cards (day-one incremental, RP usable, add-backs); covenant table expands to verbatim clause + credit translation; CP-4 & CP-4C registers below.",select CP-4,caos/frontend/src/components/deepdive/tabs.tsx:274,none (seeded),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,Hero 7.2/10 vs market 6.1,"happy: select CP-4 → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-08,Deep-Dive,Generic Module View,"As an analyst, I want any standard module with status/KPIs/sections/charts/register so that I can analyze full output.","Header (code, name, status dot+tag, desc); KPI grid; layout (core/base/dense) controls order: core sections→charts→register; base/dense lead conclusion first then supporting, charts, workflow steps, register.",select non-bespoke module,caos/frontend/src/components/deepdive/tabs.tsx:352,GET /api/runs/{runId}/modules/{moduleId} (live),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"Header (code, name, status dot+tag, desc); API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET modules/{}: run_id(required); module_id(required)","happy: select non-bespoke module → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-09,Deep-Dive,Output Sections Renderer,"As an analyst, I want output as tables/text/flags with evidence chips so that I can read in a unified format.","Tables (right-aligned numerics, hover bg); text sections with E-xx chips; flag sections with severity dot + E-xx; all E-xx clickable.",any module output renders,caos/frontend/src/components/deepdive/OutSections.tsx,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: any module output renders → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-10,Deep-Dive,Module Charts (G2),"As an analyst, I want module-specific charts so that I can visualize key metrics.","Charts per module (CP-1/1A/1B/1C/3 specs); 2-col grid for multiple, single for one; title + G2 + optional note.",module output renders (non-core),caos/frontend/src/components/deepdive/ModuleCharts.tsx,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: module output renders (non-core) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-11,Deep-Dive,Workflow Step Output Register,"As an analyst, I want a register of workflow steps + status so that I can verify analytical completeness.","Collapsible ""{id} required outputs · N steps"" header with counts (produced/limitation/gaps); 2-col grid; click step opens StepOutputModal.",module renders (defaultOpen except core),caos/frontend/src/components/deepdive/OutputRegister.tsx:20,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"Collapsible ""{id} required outputs · N steps"" header with counts (produced/limitation/gaps)","happy: module renders (defaultOpen except core) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-12,Deep-Dive,Workflow Step Output Modal,"As an analyst, I want a step's full output+evidence+metadata so that I can drill into step-level detail.","1080px modal: left narrative + step sections (E-xx chips); right sidebar Template/Production/Evidence; buttons OPEN IN MODULE EXPORT, FLAG TO QA · CP-5; close Esc/X.",click step row in register,caos/frontend/src/components/deepdive/OutputRegister.tsx:130,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,close Esc/X,"happy: click step row in register → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-13,Deep-Dive,Step Output Grid (Newspaper Packing),"As an analyst, I want step outputs packed into columns so that I can scan in dense layouts.","Grid column-width (base 280px cap 4 cols, dense 360px); cards break-inside-avoid; title ""{id} workflow step outputs · X of Y produced"".",module renders base/dense,caos/frontend/src/components/deepdive/OutputRegister.tsx:86,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: module renders base/dense → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-14,Deep-Dive,Evidence Sync (Cross-Pane Highlight),"As an analyst, I want to hover/focus an E-xx and see it highlight across panes so that I can trace provenance.","Hover/focus publishes id to EvidenceSync; all matching E-xx chips highlight + the CP-5B driver row citing it highlights (caos-selected, raised z).",hover/focus E-xx chip,caos/frontend/src/lib/evidence-sync.tsx,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: hover/focus E-xx chip → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-15,Deep-Dive,Evidence Chip (E-xx Link),"As an analyst, I want to click an E-xx inline to open evidence so that I can see the source extract.",Chip click → onOpenEvidence(id) → EvidenceModal; hover/focus publishes to EvidenceSync.,click E-xx chip,caos/frontend/src/components/reports/EvidenceModal.tsx,none (triggers modal),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: click E-xx chip → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-16,Deep-Dive,Source Rail (Left Sidebar),"As an analyst, I want DEAL metadata + doc register (CP-0) + evidence drivers (CP-5B) so that I can trace provenance.","Collapsed glyph; expanded 330px: Deal header; Source Register (14 docs, A/B/C grade, type, pages, date, MNPI warning); Evidence Trace drivers (#, name, verified/warning, confidence bar); hover row highlights its evidence via EvidenceSync.",click rail toggle,caos/frontend/src/components/deepdive/rails.tsx:73,none (seeded),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: click rail toggle → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-17,Deep-Dive,Decision Rail (Right Sidebar),"As an analyst, I want CP-5 gate + IC verdict + sizing + triggers so that I can grasp the IC decision without scrolling.","Collapsed glyph; expanded 352px: CP-5 Clearance (CONDITIONAL + QA finding), Committee Review (findings by lane), IC Verdict (bias, uncertainty, chair memo), Sizing (decision, initial/max/entry, constraint), Triggers (armed, severity dot, owner); auto-collapses below ~1280px.",page load (default open wide),caos/frontend/src/components/deepdive/rails.tsx:155,GET /api/runs/{runId}/qa (live council),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET {}/qa: run_id(required)","happy: page load (default open wide) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
